2026-04-08 19:45:30,653 - WARNING - Start program and logger.
2026-04-08 19:45:30,653 - INFO - Connecting to the PostgreSQL database...
2026-04-08 19:45:30,678 - INFO - PostgreSQL database version: 
2026-04-08 19:45:30,678 - INFO - ('PostgreSQL 18.3 (Ubuntu 18.3-1.pgdg24.04+1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0, 64-bit',)
2026-04-08 19:45:30,679 - INFO - Executed query: 
    CREATE TABLE IF NOT EXISTS country_happiness (
        id SERIAL PRIMARY KEY,
        country_name VARCHAR(50) NOT NULL,
        regional_indicator VARCHAR(50) NOT NULL,
        ladder_score DECIMAL,
        social_support DECIMAL,
        healthy_life_expectancy DECIMAL,
        freedom_to_make_life_choices DECIMAL,
        perceptions_of_corruption DECIMAL
    )
    
2026-04-08 19:45:30,679 - INFO - Processing country: Finland, Western Europe,7.808700085, 0.954329729, 71.9008255, 0.949172199, 0.195444584
2026-04-08 19:45:30,710 - INFO - Processing country: Denmark, Western Europe,7.645599842, 0.955990791, 72.40250397, 0.951444268, 0.168489456
2026-04-08 19:45:30,731 - INFO - Processing country: Switzerland, Western Europe,7.559899807, 0.942846596, 74.10244751, 0.921336651, 0.303728431
2026-04-08 19:45:30,752 - INFO - Processing country: Iceland, Western Europe,7.504499912, 0.974669576, 73, 0.948891878, 0.711709738
2026-04-08 19:45:30,774 - INFO - Processing country: Norway, Western Europe,7.487999916, 0.952486575, 73.20078278, 0.955750287, 0.263218194
2026-04-08 19:45:30,795 - INFO - Processing country: Netherlands, Western Europe,7.448900223, 0.93913883, 72.30091858, 0.908547819, 0.364717126
2026-04-08 19:45:30,816 - INFO - Processing country: Sweden, Western Europe,7.353499889, 0.926311195, 72.60076904, 0.939144194, 0.250880182
2026-04-08 19:45:30,838 - INFO - Processing country: New Zealand, North America and ANZ,7.299600124, 0.949118972, 73.20262909, 0.936217487, 0.22113885
2026-04-08 19:45:30,859 - INFO - Processing country: Austria, Western Europe,7.294199944, 0.928045869, 73.00250244, 0.899989486, 0.499954879
2026-04-08 19:45:30,889 - INFO - Processing country: Luxembourg, Western Europe,7.237500191, 0.906912208, 72.59999847, 0.90563643, 0.367084295
2026-04-08 19:45:30,910 - INFO - Processing country: Canada, North America and ANZ,7.23210001, 0.927176654, 73.60160065, 0.933913231, 0.390843362
2026-04-08 19:45:30,931 - INFO - Processing country: Australia, North America and ANZ,7.222799778, 0.944854617, 73.60453796, 0.915431738, 0.41516912
2026-04-08 19:45:30,952 - INFO - Processing country: United Kingdom, Western Europe,7.164500237, 0.93668282, 72.30160522, 0.834743679, 0.435915917
2026-04-08 19:45:30,973 - INFO - Processing country: Israel, Middle East and North Africa,7.128600121, 0.913571239, 73.20025635, 0.747580588, 0.78085506
2026-04-08 19:45:30,995 - INFO - Processing country: Costa Rica, Latin America and Caribbean,7.121399879, 0.901545942, 71.29985046, 0.934738934, 0.786332428
2026-04-08 19:45:31,016 - INFO - Processing country: Ireland, Western Europe,7.093699932, 0.942081571, 72.30078888, 0.886982977, 0.357184172
2026-04-08 19:45:31,037 - INFO - Processing country: Germany, Western Europe,7.075799942, 0.898874462, 72.20201874, 0.867371082, 0.456422031
2026-04-08 19:45:31,059 - INFO - Processing country: United States, North America and ANZ,6.939599991, 0.914219022, 68.29949951, 0.842619538, 0.699715316
2026-04-08 19:45:31,080 - INFO - Processing country: Czech Republic, Central and Eastern Europe,6.910900116, 0.914430678, 70.04793549, 0.818537354, 0.85844624
2026-04-08 19:45:31,101 - INFO - Processing country: Belgium, Western Europe,6.863500118, 0.911632538, 72.00164795, 0.813582063, 0.612297952
2026-04-08 19:45:31,122 - INFO - Processing country: United Arab Emirates, Middle East and North Africa,6.790800095, 0.849181116, 67.08278656, 0.941345513, 0.594502211
2026-04-08 19:45:31,144 - INFO - Processing country: Malta, Western Europe,6.772799969, 0.93037951, 72.19999695, 0.924911439, 0.658547282
2026-04-08 19:45:31,165 - INFO - Processing country: France, Western Europe,6.663799763, 0.937103748, 73.80193329, 0.825467646, 0.583521128
